Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2014,201401,Exports,United Kingdom,Saint Vincent and the Grenadines,"Milk and cream, concentrated or sweetened",0402,84422
2014,201401,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,318840
2014,201401,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,445181
2014,201401,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,435674
2014,201401,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,339869
2014,201401,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,1850097
2014,201401,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,46268
2014,201401,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,1162482
2014,201401,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,7571
2014,201401,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,389182
2014,201401,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,205501
2014,201401,Exports,United Kingdom,Uganda,"Milk and cream, concentrated or sweetened",0402,20863
2014,201401,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,1679
2014,201401,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,940671
2014,201401,Exports,United Kingdom,Yemen,"Milk and cream, concentrated or sweetened",0402,137157
2014,201402,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,7220679
2014,201402,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,774109
2014,201402,Exports,United Kingdom,Antigua and Barbuda,"Milk and cream, concentrated or sweetened",0402,10917
2014,201402,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,1130
2014,201402,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,1822452
2014,201402,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,362645
2014,201402,Exports,United Kingdom,Br. Virgin Isds,"Milk and cream, concentrated or sweetened",0402,545846
2014,201402,Exports,United Kingdom,Bulgaria,"Milk and cream, concentrated or sweetened",0402,73
2014,201402,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,15562
2014,201402,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,859371
2014,201402,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,654677
2014,201402,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,200092
2014,201402,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,4714
2014,201402,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,2
2014,201402,Exports,United Kingdom,Benin,"Milk and cream, concentrated or sweetened",0402,129880
2014,201402,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,62569
2014,201402,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,13
2014,201402,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,6494426
2014,201402,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,132010
2014,201402,Exports,United Kingdom,Gabon,"Milk and cream, concentrated or sweetened",0402,108592
2014,201402,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,4407811
2014,201402,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,1706410
2014,201402,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,170
2014,201402,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,418507
2014,201402,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1215170
2014,201402,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,987
2014,201402,Exports,United Kingdom,Iraq,"Milk and cream, concentrated or sweetened",0402,1513
2014,201402,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,3466520
2014,201402,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,9634586
2014,201402,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,96360
2014,201402,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,5057
2014,201402,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,1222203
2014,201402,Exports,United Kingdom,Jamaica,"Milk and cream, concentrated or sweetened",0402,84047
2014,201402,Exports,United Kingdom,Jordan,"Milk and cream, concentrated or sweetened",0402,1785
2014,201402,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,2585
2014,201402,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,786179
2014,201402,Exports,United Kingdom,Latvia,"Milk and cream, concentrated or sweetened",0402,41
2014,201402,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,19035
2014,201402,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,30806
2014,201402,Exports,United Kingdom,Mauritania,"Milk and cream, concentrated or sweetened",0402,202668
2014,201402,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,2771416
2014,201402,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,2598684
2014,201402,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,1046096
2014,201402,Exports,United Kingdom,Pakistan,"Milk and cream, concentrated or sweetened",0402,16872
2014,201402,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,159521
2014,201402,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,72862
2014,201402,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,1427
2014,201402,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,4033
2014,201402,Exports,United Kingdom,Romania,"Milk and cream, concentrated or sweetened",0402,23
2014,201402,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,7736
2014,201402,Exports,United Kingdom,Saudi Arabia,"Milk and cream, concentrated or sweetened",0402,236911
2014,201402,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,128527
2014,201402,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,1195346
2014,201402,Exports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,291
2014,201402,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,1935
2014,201402,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,936835
2014,201402,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,24714
2014,201402,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,436796
2014,201402,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,9506
2014,201402,Exports,United Kingdom,Switzerland,"Milk and cream, concentrated or sweetened",0402,9666
2014,201402,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,2101
2014,201402,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,547481
2014,201402,Imports,United Kingdom,United States of America,"Milk and cream, concentrated or sweetened",0402,1914
2014,201403,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,9835523
2014,201403,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,2324977
2014,201403,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,216
2014,201403,Exports,United Kingdom,Bahrain,"Milk and cream, concentrated or sweetened",0402,1448
2014,201403,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,2606324
2014,201403,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,811496
2014,201403,Exports,United Kingdom,Cayman Isds,"Milk and cream, concentrated or sweetened",0402,8910
2014,201403,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,84947
2014,201403,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,1447134
2014,201403,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,324160
2014,201403,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,602497
2014,201403,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,4897
2014,201403,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,38399
2014,201403,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,180
2014,201403,Exports,United Kingdom,Eritrea,"Milk and cream, concentrated or sweetened",0402,1679
2014,201403,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,816
2014,201403,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,7545848
2014,201403,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,669592
2014,201403,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,4973096
2014,201403,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,1571913
2014,201403,Exports,United Kingdom,Ghana,"Milk and cream, concentrated or sweetened",0402,162496
2014,201403,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,116
2014,201403,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,1385186
2014,201403,Exports,United Kingdom,Guyana,"Milk and cream, concentrated or sweetened",0402,240710
2014,201403,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1178949
2014,201403,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,25068
2014,201403,Exports,United Kingdom,Iceland,"Milk and cream, concentrated or sweetened",0402,1378
2014,201403,Exports,United Kingdom,Indonesia,"Milk and cream, concentrated or sweetened",0402,128213
2014,201403,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,5364123
2014,201403,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,11015471
2014,201403,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,80432
2014,201403,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,17323
2014,201403,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,2842636
2014,201403,Exports,United Kingdom,Kenya,"Milk and cream, concentrated or sweetened",0402,26250
2014,201403,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,1336823
2014,201403,Exports,United Kingdom,Libya,"Milk and cream, concentrated or sweetened",0402,566163
2014,201403,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,18171
2014,201403,Imports,United Kingdom,Luxembourg,"Milk and cream, concentrated or sweetened",0402,23724
2014,201403,Exports,United Kingdom,Madagascar,"Milk and cream, concentrated or sweetened",0402,132693
2014,201403,Exports,United Kingdom,Mali,"Milk and cream, concentrated or sweetened",0402,282486
2014,201403,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,23537
2014,201403,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,816338
2014,201403,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,3849205
2014,201403,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,2007607
2014,201403,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,490421
2014,201403,Exports,United Kingdom,Norway,"Milk and cream, concentrated or sweetened",0402,14988
2014,201403,Exports,United Kingdom,Peru,"Milk and cream, concentrated or sweetened",0402,445080
2014,201403,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,213588
2014,201403,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,75127
2014,201403,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,6681
2014,201403,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,2986
2014,201403,Exports,United Kingdom,Romania,"Milk and cream, concentrated or sweetened",0402,2824
2014,201403,Exports,United Kingdom,Russian Federation,"Milk and cream, concentrated or sweetened",0402,376982
2014,201403,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,5768
2014,201403,Exports,United Kingdom,Saint Vincent and the Grenadines,"Milk and cream, concentrated or sweetened",0402,84714
2014,201403,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,543391
2014,201403,Imports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,507
2014,201403,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,39386
2014,201403,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,1252833
2014,201403,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,39877
2014,201403,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,400725
2014,201403,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,18042
2014,201403,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,263519
2014,201403,Exports,United Kingdom,United States of America,"Milk and cream, concentrated or sweetened",0402,24352
2014,201403,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,641671
2014,201404,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,14875816
2014,201404,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,1354544
2014,201404,Exports,United Kingdom,Antigua and Barbuda,"Milk and cream, concentrated or sweetened",0402,10378
2014,201404,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,1913
2014,201404,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,2107243
2014,201404,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,814392
2014,201404,Exports,United Kingdom,Bulgaria,"Milk and cream, concentrated or sweetened",0402,95
2014,201404,Exports,United Kingdom,Myanmar,"Milk and cream, concentrated or sweetened",0402,5669
2014,201404,Exports,United Kingdom,Cameroon,"Milk and cream, concentrated or sweetened",0402,113025
2014,201404,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,747445
2014,201404,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,1783645
2014,201404,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,721258
2014,201404,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,10672
2014,201404,Imports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,246793
2014,201404,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,5
2014,201404,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,69842
2014,201404,Exports,United Kingdom,Estonia,"Milk and cream, concentrated or sweetened",0402,803
2014,201404,Exports,United Kingdom,Falkland Isds (Malvinas),"Milk and cream, concentrated or sweetened",0402,7681
2014,201404,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,23
2014,201404,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,5917331
2014,201404,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,2195745
2014,201404,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,3840240
2014,201404,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,2705313
2014,201404,Exports,United Kingdom,Gibraltar,"Milk and cream, concentrated or sweetened",0402,32660
2014,201404,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,897
2014,201404,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,2098146
2014,201404,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1168601
2014,201404,Imports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,346
2014,201404,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,44321
2014,201404,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,5956478
2014,201404,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,11712344
2014,201404,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,83772
2014,201404,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,8106
2014,201404,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,731002
2014,201404,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,76722
2014,201404,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,262370
2014,201404,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,15918
2014,201404,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,21591
2014,201404,Exports,United Kingdom,Oman,"Milk and cream, concentrated or sweetened",0402,1878
2014,201404,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,5179295
2014,201404,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,6772638
2014,201404,Exports,United Kingdom,New Zealand,"Milk and cream, concentrated or sweetened",0402,1716
2014,201404,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,1523992
2014,201404,Exports,United Kingdom,Pakistan,"Milk and cream, concentrated or sweetened",0402,2611
2014,201404,Exports,United Kingdom,Peru,"Milk and cream, concentrated or sweetened",0402,450468
2014,201404,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,150050
2014,201404,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,105207
2014,201404,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,16546
2014,201404,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,3692
2014,201404,Exports,United Kingdom,Romania,"Milk and cream, concentrated or sweetened",0402,2872
2014,201404,Exports,United Kingdom,Russian Federation,"Milk and cream, concentrated or sweetened",0402,891400
2014,201404,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,7725
2014,201404,Exports,United Kingdom,Saint Vincent and the Grenadines,"Milk and cream, concentrated or sweetened",0402,160415
2014,201404,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,563481
2014,201404,Exports,United Kingdom,Sierra Leone,"Milk and cream, concentrated or sweetened",0402,97291
2014,201404,Exports,United Kingdom,Singapore,"Milk and cream, concentrated or sweetened",0402,93986
2014,201404,Imports,United Kingdom,Slovakia,"Milk and cream, concentrated or sweetened",0402,574
2014,201404,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,111840
2014,201404,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,864977
2014,201404,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,21905
2014,201404,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,384926
2014,201404,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,7750
2014,201404,Exports,United Kingdom,Switzerland,"Milk and cream, concentrated or sweetened",0402,3361
2014,201404,Imports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,3388
2014,201404,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,189933
2014,201404,Imports,United Kingdom,United States of America,"Milk and cream, concentrated or sweetened",0402,2461
2014,201404,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,311332
2014,201405,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,19656679
2014,201405,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,1011024
2014,201405,Exports,United Kingdom,Australia,"Milk and cream, concentrated or sweetened",0402,43287
2014,201405,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,441
2014,201405,Exports,United Kingdom,Barbados,"Milk and cream, concentrated or sweetened",0402,21906
2014,201405,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,1967144
2014,201405,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,840183
2014,201405,Exports,United Kingdom,Bulgaria,"Milk and cream, concentrated or sweetened",0402,10
2014,201405,Exports,United Kingdom,Cayman Isds,"Milk and cream, concentrated or sweetened",0402,1784
2014,201405,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,10159
2014,201405,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,310366
2014,201405,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,772170
2014,201405,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,414217
2014,201405,Exports,United Kingdom,Cuba,"Milk and cream, concentrated or sweetened",0402,531708
2014,201405,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,1570
2014,201405,Imports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,96155
2014,201405,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,39642
2014,201405,Exports,United Kingdom,Benin,"Milk and cream, concentrated or sweetened",0402,151864
2014,201405,Imports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,22249
2014,201405,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,125
2014,201405,Exports,United Kingdom,Finland,"Milk and cream, concentrated or sweetened",0402,1181
2014,201405,Imports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,7183954
2014,201405,Exports,United Kingdom,France,"Milk and cream, concentrated or sweetened",0402,1737071
2014,201405,Exports,United Kingdom,Gambia,"Milk and cream, concentrated or sweetened",0402,135420
2014,201405,Imports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,4013241
2014,201405,Exports,United Kingdom,Germany,"Milk and cream, concentrated or sweetened",0402,2600644
2014,201405,Imports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,7
2014,201405,Exports,United Kingdom,Greece,"Milk and cream, concentrated or sweetened",0402,185
2014,201405,Exports,United Kingdom,Guinea,"Milk and cream, concentrated or sweetened",0402,2179330
2014,201405,Exports,United Kingdom,Guyana,"Milk and cream, concentrated or sweetened",0402,453938
2014,201405,Exports,United Kingdom,"China, Hong Kong SAR","Milk and cream, concentrated or sweetened",0402,1185456
2014,201405,Exports,United Kingdom,Hungary,"Milk and cream, concentrated or sweetened",0402,4959
2014,201405,Imports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,6458315
2014,201405,Exports,United Kingdom,Ireland,"Milk and cream, concentrated or sweetened",0402,9284249
2014,201405,Imports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,84897
2014,201405,Exports,United Kingdom,Italy,"Milk and cream, concentrated or sweetened",0402,35185
2014,201405,Exports,United Kingdom,Côte d'Ivoire,"Milk and cream, concentrated or sweetened",0402,1417007
2014,201405,Exports,United Kingdom,Jamaica,"Milk and cream, concentrated or sweetened",0402,112653
2014,201405,Exports,United Kingdom,Kenya,"Milk and cream, concentrated or sweetened",0402,26728
2014,201405,Exports,United Kingdom,Kuwait,"Milk and cream, concentrated or sweetened",0402,78631
2014,201405,Exports,United Kingdom,Lebanon,"Milk and cream, concentrated or sweetened",0402,1647204
2014,201405,Imports,United Kingdom,Lithuania,"Milk and cream, concentrated or sweetened",0402,16781
2014,201405,Exports,United Kingdom,Luxembourg,"Milk and cream, concentrated or sweetened",0402,16877
2014,201405,Exports,United Kingdom,Malta,"Milk and cream, concentrated or sweetened",0402,58510
2014,201405,Exports,United Kingdom,Mauritius,"Milk and cream, concentrated or sweetened",0402,127433
2014,201405,Exports,United Kingdom,Namibia,"Milk and cream, concentrated or sweetened",0402,115676
2014,201405,Imports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,4530795
2014,201405,Exports,United Kingdom,Netherlands,"Milk and cream, concentrated or sweetened",0402,6360679
2014,201405,Exports,United Kingdom,Nigeria,"Milk and cream, concentrated or sweetened",0402,242551
2014,201405,Exports,United Kingdom,Philippines,"Milk and cream, concentrated or sweetened",0402,117761
2014,201405,Imports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,135383
2014,201405,Exports,United Kingdom,Poland,"Milk and cream, concentrated or sweetened",0402,118298
2014,201405,Imports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,2214
2014,201405,Exports,United Kingdom,Portugal,"Milk and cream, concentrated or sweetened",0402,4445
2014,201405,Exports,United Kingdom,Saint Helena,"Milk and cream, concentrated or sweetened",0402,5601
2014,201405,Exports,United Kingdom,Saint Vincent and the Grenadines,"Milk and cream, concentrated or sweetened",0402,80836
2014,201405,Exports,United Kingdom,Senegal,"Milk and cream, concentrated or sweetened",0402,1387893
2014,201405,Exports,United Kingdom,Sierra Leone,"Milk and cream, concentrated or sweetened",0402,168504
2014,201405,Exports,United Kingdom,Viet Nam,"Milk and cream, concentrated or sweetened",0402,40662
2014,201405,Exports,United Kingdom,Zimbabwe,"Milk and cream, concentrated or sweetened",0402,224550
2014,201405,Imports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,1501837
2014,201405,Exports,United Kingdom,Spain,"Milk and cream, concentrated or sweetened",0402,56199
2014,201405,Exports,United Kingdom,Suriname,"Milk and cream, concentrated or sweetened",0402,81881
2014,201405,Imports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,396490
2014,201405,Exports,United Kingdom,Sweden,"Milk and cream, concentrated or sweetened",0402,1771
2014,201405,Exports,United Kingdom,Thailand,"Milk and cream, concentrated or sweetened",0402,1355
2014,201405,Exports,United Kingdom,Trinidad and Tobago,"Milk and cream, concentrated or sweetened",0402,125539
2014,201405,Exports,United Kingdom,United Arab Emirates,"Milk and cream, concentrated or sweetened",0402,243150
2014,201405,Exports,United Kingdom,Uganda,"Milk and cream, concentrated or sweetened",0402,415292
2014,201405,Exports,United Kingdom,Egypt,"Milk and cream, concentrated or sweetened",0402,941909
2014,201405,Exports,United Kingdom,United Rep. of Tanzania,"Milk and cream, concentrated or sweetened",0402,30162
2014,201405,Exports,United Kingdom,Burkina Faso,"Milk and cream, concentrated or sweetened",0402,313417
2014,201406,Exports,United Kingdom,Algeria,"Milk and cream, concentrated or sweetened",0402,22411564
2014,201406,Exports,United Kingdom,Angola,"Milk and cream, concentrated or sweetened",0402,819095
2014,201406,Exports,United Kingdom,Austria,"Milk and cream, concentrated or sweetened",0402,304
2014,201406,Imports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,1962803
2014,201406,Exports,United Kingdom,Belgium,"Milk and cream, concentrated or sweetened",0402,731516
2014,201406,Exports,United Kingdom,Bulgaria,"Milk and cream, concentrated or sweetened",0402,39
2014,201406,Exports,United Kingdom,Sri Lanka,"Milk and cream, concentrated or sweetened",0402,196773
2014,201406,Exports,United Kingdom,China,"Milk and cream, concentrated or sweetened",0402,441714
2014,201406,Exports,United Kingdom,Congo,"Milk and cream, concentrated or sweetened",0402,144740
2014,201406,Exports,United Kingdom,Dem.Rep. of the Congo,"Milk and cream, concentrated or sweetened",0402,1359560
2014,201406,Exports,United Kingdom,Cyprus,"Milk and cream, concentrated or sweetened",0402,5230
2014,201406,Imports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,205616
2014,201406,Exports,United Kingdom,Czech Rep.,"Milk and cream, concentrated or sweetened",0402,35140
2014,201406,Exports,United Kingdom,Denmark,"Milk and cream, concentrated or sweetened",0402,3105
2014,201406,Exports,United Kingdom,Dominica,"Milk and cream, concentrated or sweetened",0402,77296
