Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,646,Rwanda,RWA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,56100,,311417,311417.404,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1300,,971,971.259,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,34168,,225064,225064.94,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,8597,,98071,98071.133,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,588803,,2536012,2536012.28,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,134400,,339451,339451.929,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,615000,,3243436,3243436.293,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,91425,,361471,361471.49,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,109365,,467014,467014.477,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,280,,10488,10488.299,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,141590,,848434,848434.267,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,56925,,319873,319873.554,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1133269,,5936051,5936051.127,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,19600,,95333,95333.355,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,15195,,152953,152953.813,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,2919,,17818,17818.374,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,172,,1424,1424.297,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,440,Lithuania,LTU,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,4758,,47198,47198.974,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,3403449,,11027714,11027714.358,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,703,Slovakia,SVK,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,24,,146,146.667,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,4907,,20870,20870.671,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1729713,,3712601,3712601.881,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,980513,,2829886,2829886.717,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,208781,,834368,834368.93,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1624,,17298,17298.522,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,2135,,35856,35856.749,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,623,,4999,4999.705,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1956,,25645,25645.487,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1442,,22645,22645.338,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,16966,,99294,99294.986,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,515,,33283,33283.563,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,235,,1440,1440.593,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,99,,1461,1461.778,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,109299,,467084,467084.551,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,6922,,38188,38188.749,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,117,,1310,1310.223,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,61320,,445395,445395.805,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,103661,,684438,684438.081,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,154400,,562766,562766.646,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,61049,,712482,712482.384,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,133452,,1456250,1456250.405,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,821431,,6160723,6160723.326,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,784,,11550,11550.817,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,141111,,554567,554567.978,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,218096,,1942466,1942466.812,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,386576,,2797618,2797618.414,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,190670,,8599933,8599933.955,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,686615,,4721137,4721137.517,,0
H4,2014,201409,201409,4,0,0,M,826,United Kingdom,GBR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,12442351,,62835918,62835918.873,,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,7,,88,,88,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,417,Kyrgyzstan,KGZ,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,512,,1717,,1717.63,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1798,,29069,,29069.34,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,858,Uruguay,URY,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,3001,,55189,,55189.05,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,524,Nepal,NPL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,156,,2053,,2053.334,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1850,,29220,,29220.896,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,293,,5317,,5317.483,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,4397,,68902,,68902.386,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,292,Gibraltar,GIB,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1500,,17572,,17572.3,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,845,,12438,,12438.966,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,238,Falkland Isds (Malvinas),FLK,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,980,,9331,,9331.261,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,688,Serbia,SRB,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,370,,3520,,3520.001,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,2759,,40810,,40810.824,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,186,,5017,,5017.631,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,3457,,56642,,56642.68,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,2079,,35830,,35830.675,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,784,,17376,,17376.745,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,364,,3479,,3479.26,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,2551,,51328,,51328.456,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,23,,324,,324.296,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,150232,,2727466,,2727466.101,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,8056,,127727,,127727.14,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,25670,,349317,,349317.709,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,12129,,194233,,194233.97,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,8077,,102321,,102321.208,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,1031,,7799,,7799.409,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,362,,42285,,42285.639,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,3452,,54494,,54494.827,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,6256,,62730,,62730.977,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,286,,4489,,4489.631,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,440,Lithuania,LTU,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,13675,,78950,,78950.685,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,45371,,767071,,767071.73,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,28994,,500443,,500443.077,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,233,Estonia,EST,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,23,,298,,298.222,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,9884,,167289,,167289.668,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,703,Slovakia,SVK,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,5809,,128242,,128242.103,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,25539,,231174,,231174.423,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,7801,,134103,,134103.882,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,6400,,105311,,105311.579,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,8651,,72169,,72169.794,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,8401,,141627,,141627.884,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,125154,,2344226,,2344226.014,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,5129,,88373,,88373.205,0
H4,2014,201409,201409,4,0,0,X,826,United Kingdom,GBR,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",-1,N/A,,-1,N/A,,15779,,136812,,136812.327,0
